E,H,C,timestamp
7.149671631,14.22815406,0.196434022,734110.1146
7.01435325,14.19516674,0.196447407,734110.125
6.991674392,14.3224095,0.196460792,734110.1354
7.170645582,14.44965226,0.196474177,734110.1458
7.148957033,14.57689502,0.196487562,734110.1563
7.124698215,14.70413777,0.196500947,734110.1667
7.076248614,15.29454927,0.196514332,734110.1771
7.175962902,15.88496077,0.196527717,734110.1875
7.178230788,16.47537226,0.196541102,734110.1979
7.188814255,17.06578377,0.196554487,734110.2083
7.15933174,18.50815304,0.196567872,734110.2188
7.173695016,19.95052231,0.196581256,734110.2292
7.154040006,21.3928916,0.196594641,734110.2396
7.169915207,22.83526087,0.196608026,734110.25
7.188814255,23.40908087,0.196621411,734110.2604
7.19864176,23.98290088,0.196634796,734110.2708
7.152528082,24.55672089,0.196648181,734110.2813
7.194105989,25.13054089,0.196661566,734110.2917
7.169915207,24.56675384,0.196674951,734110.3021
7.185034445,24.0029668,0.196688336,734110.3125
7.166891359,23.43917976,0.196701721,734110.3229
7.167647321,22.87539271,0.196715106,734110.3333
7.240862233,21.91879054,0.196728491,734110.3438
7.047646334,20.96218837,0.196741876,734110.3542
6.854430433,20.00558619,0.196755261,734110.3646
6.845570559,19.04898402,0.196768646,734110.375
6.880412845,18.06612369,0.196782031,734110.3854
7.118840719,17.08326334,0.196795416,734110.3958
6.97957121,16.10040301,0.196808801,734110.4063
6.840301704,15.11754268,0.196822186,734110.4167
6.701032196,15.15253273,0.196835571,734110.4271
6.760886239,15.18752279,0.196848956,734110.4375
6.780042315,15.22251285,0.196862341,734110.4479
6.803419682,15.25750291,0.196875726,734110.4583
6.813555616,15.50550747,0.196889111,734110.4688
6.514417048,15.75351204,0.196902496,734110.4792
6.604146706,16.0015166,0.196915881,734110.4896
6.721208096,16.24952116,0.196929266,734110.5
6.813097725,15.96857838,0.196942651,734110.5104
6.882631151,15.68763559,0.196956036,734110.5208
7.056884798,15.40669281,0.196969421,734110.5313
7.231138441,15.12575003,0.196982806,734110.5417
7.405392086,14.81180585,0.196996191,734110.5521
7.579645733,14.49786168,0.197009576,734110.5625
7.753899376,14.18391751,0.197022961,734110.5729
7.928153021,13.86997334,0.197036346,734110.5833
8.09776893,14.12246332,0.197049731,734110.5938
8.267384836,14.37495329,0.197063115,734110.6042
8.437000743,14.62744327,0.1970765,734110.6146
8.44015764,14.87993324,0.197089885,734110.625
8.443314537,15.10491583,0.19710327,734110.6354
8.446471434,15.32989841,0.197116655,734110.6458
8.37940919,15.55488099,0.19713004,734110.6563
8.312346947,15.77986358,0.197143425,734110.6667
8.367455446,15.9164431,0.19715681,734110.6771
8.381942288,16.05302263,0.197170195,734110.6875
8.396429131,16.18960215,0.19718358,734110.6979
8.410915974,16.32618168,0.197196965,734110.7083
8.320573796,16.56975953,0.19721035,734110.7188
8.266189611,16.81333739,0.197223735,734110.7292
8.231143641,17.05691524,0.19723712,734110.7396
8.255425824,17.3004931,0.197250505,734110.75
8.25780369,17.3773589,0.19726389,734110.7604
8.140768219,17.45422471,0.197277275,734110.7708
8.048115773,17.53109051,0.19729066,734110.7813
8.039802059,17.60795632,0.197304045,734110.7917
8.031454455,17.5100215,0.19731743,734110.8021
8.021713265,17.41208669,0.197330815,734110.8125
7.998285606,17.31415187,0.1973442,734110.8229
8.036664151,17.21621706,0.197357585,734110.8333
7.85350086,17.18216349,0.19737097,734110.8438
7.670337574,17.14810992,0.197384355,734110.8542
7.848366611,17.11405636,0.19739774,734110.8646
7.878983073,17.08000279,0.197411125,734110.875
8.134623555,16.21072918,0.19742451,734110.8854
8.390264041,15.34145557,0.197437895,734110.8958
8.437368977,14.47218196,0.19745128,734110.9063
8.42678551,13.60290835,0.197464665,734110.9167
8.371211771,13.42070196,0.19747805,734110.9271
8.384063124,13.23849557,0.197491435,734110.9375
8.373101676,13.05628918,0.19750482,734110.9479
8.401072268,12.87408279,0.197518205,734110.9583
8.051720374,12.97650302,0.19753159,734110.9688
8.08158087,13.07892324,0.197544975,734110.9792
8.043782773,13.18134347,0.197558359,734110.9896
8.044916716,13.2837637,0.197571744,734111
8.042270849,13.40458592,0.197585129,734111.0104
8.275107127,13.52540815,0.197598514,734111.0208
8.057728501,13.64623037,0.197611899,734111.0313
7.84034988,13.7670526,0.197625284,734111.0417
7.622971256,13.98868366,0.197638669,734111.0521
7.40559263,14.21031471,0.197652054,734111.0625
7.188214009,14.43194576,0.197665439,734111.0729
6.970835385,14.65357682,0.197678824,734111.0833
6.753456759,14.99893501,0.197692209,734111.0938
6.536078138,15.34429319,0.197705594,734111.1042
6.318699514,15.68965139,0.197718979,734111.1146
6.284681227,16.03500958,0.197732364,734111.125
6.299044503,16.42184564,0.197745749,734111.1354
6.318699514,16.80868171,0.197759134,734111.1458
6.468032266,17.19551777,0.197772519,734111.1563
6.504318439,17.58235383,0.197785904,734111.1667
6.992597347,17.28050407,0.197799289,734111.1771
7.480876245,16.97865431,0.197812674,734111.1875
6.559505338,16.67680455,0.197826059,734111.1979
6.567064957,16.37495479,0.197839444,734111.2083
