E,H,C,timestamp
39.32319397,78.25484731,1.08038712,734110.1146
38.57894287,78.0734171,1.080460737,734110.125
38.45420916,78.77325226,1.080534354,734110.1354
39.4385507,79.47308742,1.080607972,734110.1458
39.31926368,80.17292258,1.080681589,734110.1563
39.18584018,80.87275774,1.080755207,734110.1667
38.91936738,84.120021,1.080828824,734110.1771
39.46779596,87.36728423,1.080902441,734110.1875
39.48026933,90.61454745,1.080976059,734110.1979
39.5384784,93.86181071,1.081049676,734110.2083
39.37632457,101.7948417,1.081123293,734110.2188
39.45532259,109.7278727,1.081196911,734110.2292
39.34722003,117.6609038,1.081270528,734110.2396
39.43453364,125.5939348,1.081344145,734110.25
39.5384784,128.7499448,1.081417763,734110.2604
39.59252968,131.9059549,1.08149138,734110.2708
39.33890445,135.0619649,1.081564997,734110.2813
39.56758294,138.2179749,1.081638615,734110.2917
39.43453364,135.1171461,1.081712232,734110.3021
39.51768945,132.0163174,1.081785849,734110.3125
39.41790247,128.9154887,1.081859467,734110.3229
39.42206026,125.8146599,1.081933084,734110.3333
39.82474228,120.553348,1.082006701,734110.3438
38.76205484,115.292036,1.082080319,734110.3542
37.69936738,110.030724,1.082153936,734110.3646
37.65063808,104.7694121,1.082227554,734110.375
37.84227065,99.36368027,1.082301171,734110.3854
39.15362395,93.95794838,1.082374788,734110.3958
38.38764165,88.55221655,1.082448406,734110.4063
37.62165937,83.14648472,1.082522023,734110.4167
36.85567708,83.33893004,1.08259564,734110.4271
37.18487432,83.53137536,1.082669258,734110.4375
37.29023273,83.72382069,1.082742875,734110.4479
37.41880825,83.91626601,1.082816492,734110.4583
37.47455589,85.2802911,1.08289011,734110.4688
35.82929376,86.6443162,1.082963727,734110.4792
36.32280689,88.00834131,1.083037344,734110.4896
36.96664453,89.3723664,1.083110962,734110.5
37.47203749,87.82718109,1.083184579,734110.5104
37.85447133,86.28199576,1.083258196,734110.5208
38.81286639,84.73681045,1.083331814,734110.5313
39.77126142,83.19162514,1.083405431,734110.5417
40.72965647,81.46493219,1.083479048,734110.5521
41.68805153,79.73823926,1.083552666,734110.5625
42.64644657,78.01154633,1.083626283,734110.5729
43.60484162,76.28485338,1.083699901,734110.5833
44.53772912,77.67354824,1.083773518,734110.5938
45.4706166,79.0622431,1.083847135,734110.6042
46.40350409,80.45093797,1.083920753,734110.6146
46.42086702,81.83963283,1.08399437,734110.625
46.43822996,83.07703704,1.084067987,734110.6354
46.45559289,84.31444126,1.084141605,734110.6458
46.08675054,85.55184546,1.084215222,734110.6563
45.71790821,86.78924967,1.084288839,734110.6667
46.02100495,87.54043707,1.084362457,734110.6771
46.10068259,88.29162446,1.084436074,734110.6875
46.18036022,89.04281185,1.084509691,734110.6979
46.26003786,89.79399925,1.084583309,734110.7083
45.76315588,91.13367744,1.084656926,734110.7188
45.46404286,92.47335563,1.084730543,734110.7292
45.27129002,93.81303384,1.084804161,734110.7396
45.40484203,95.15271203,1.084877778,734110.75
45.4179203,95.57547395,1.084951396,734110.7604
44.77422521,95.99823589,1.085025013,734110.7708
44.26463675,96.42099781,1.08509863,734110.7813
44.21891133,96.84375974,1.085172248,734110.7917
44.1729995,96.30511826,1.085245865,734110.8021
44.11942296,95.76647678,1.085319482,734110.8125
43.99057083,95.2278353,1.0853931,734110.8229
44.20165283,94.68919382,1.085466717,734110.8333
43.19425473,94.5018992,1.085540334,734110.8438
42.18685666,94.31460458,1.085613952,734110.8542
43.16601636,94.12730996,1.085687569,734110.8646
43.3344069,93.94001535,1.085761186,734110.875
44.74042955,89.15901051,1.085834804,734110.8854
46.14645222,84.37800562,1.085908421,734110.8958
46.40552938,79.59700078,1.085982038,734110.9063
46.34732031,74.81599594,1.086055656,734110.9167
46.04166474,73.81386079,1.086129273,734110.9271
46.11234718,72.81172565,1.08620289,734110.9375
46.05205922,71.8095905,1.086276508,734110.9479
46.20589747,70.80745535,1.086350125,734110.9583
44.28446206,71.3707666,1.086423743,734110.9688
44.44869479,71.93407784,1.08649736,734110.9792
44.24080525,72.4973891,1.086570977,734110.9896
44.24704194,73.06070034,1.086644595,734111
44.23248967,73.72522258,1.086718212,734111.0104
45.5130892,74.38974482,1.086791829,734111.0208
44.31750676,75.05426706,1.086865447,734111.0313
43.12192434,75.7187893,1.086939064,734111.0417
41.92634191,76.93776011,1.087012681,734111.0521
40.73075947,78.1567309,1.087086299,734111.0625
39.53517705,79.37570169,1.087159916,734111.0729
38.33959462,80.59467249,1.087233533,734111.0833
37.14401217,82.49414253,1.087307151,734111.0938
35.94842976,84.39361257,1.087380768,734111.1042
34.75284733,86.29308263,1.087454385,734111.1146
34.56574675,88.19255267,1.087528003,734111.125
34.64474477,90.32015102,1.08760162,734111.1354
34.75284733,92.44774939,1.087675237,734111.1458
35.57417746,94.57534774,1.087748855,734111.1563
35.77375141,96.70294609,1.087822472,734111.1667
38.45928541,95.04277239,1.08789609,734111.1771
41.14481935,93.38259871,1.087969707,734111.1875
36.07727936,91.72242503,1.088043324,734111.1979
36.11885727,90.06225133,1.088116942,734111.2083
36.22695983,99.48170654,1.088190559,734111.2188
36.81935589,108.9011618,1.088264176,734111.2292
37.84143091,118.3206171,1.088337794,734111.2396
36.4867694,127.7400723,1.088411411,734111.25
36.3537201,133.0105641,1.088485028,734111.2604
35.2202435,138.281056,1.088558646,734111.2708
34.08676688,143.5515478,1.088632263,734111.2813
32.95329028,148.8220396,1.08870588,734111.2917
32.49228926,141.9527048,1.088779498,734111.3021
32.19043344,135.0833701,1.088853115,734111.3125
32.16964449,128.2140354,1.088926732,734111.3229
30.78610581,121.3447007,1.08900035,734111.3333
32.47569678,116.3028129,1.089073967,734111.3438
32.40698024,111.2609252,1.089147584,734111.3542
32.72623044,106.2190375,1.089221202,734111.3646
35.10261809,101.1771498,1.089294819,734111.375
36.48557897,99.7106562,1.089368437,734111.3854
36.79768068,98.24416263,1.089442054,734111.3958
36.88532378,96.77766908,1.089515671,734111.4063
34.52497542,95.31117553,1.089589289,734111.4167
34.37993505,95.31403032,1.089662906,734111.4271
33.87143725,95.31688511,1.089736523,734111.4375
33.77838589,95.3197399,1.089810141,734111.4479
35.18803451,95.32259469,1.089883758,734111.4583
36.5976831,92.90048472,1.089957375,734111.4688
34.48482779,90.47837476,1.090030993,734111.4792
33.29810219,88.05626476,1.09010461,734111.4896
33.01944709,85.63415479,1.090178227,734111.5
35.47377987,85.42837957,1.090251845,734111.5104
34.14880039,85.22260433,1.090325462,734111.5208
35.2226018,85.01682911,1.090399079,734111.5313
35.96696598,84.81105388,1.090472697,734111.5417
38.60207129,85.05661869,1.090546314,734111.5521
39.0475274,85.3021835,1.090619931,734111.5625
39.36739588,85.5477483,1.090693549,734111.5729
41.03781762,85.79331311,1.090767166,734111.5833
40.8946808,86.65526334,1.090840784,734111.5938
40.06080691,87.51721357,1.090914401,734111.6042
39.81471984,88.3791638,1.090988018,734111.6146
40.74414232,89.24111403,1.091061636,734111.625
41.67356477,91.22991521,1.091135253,734111.6354
42.60298724,93.2187164,1.09120887,734111.6458
43.53240972,95.20751758,1.091282488,734111.6563
44.46183217,97.19631876,1.091356105,734111.6667
45.39125464,96.57899684,1.091429722,734111.6771
46.32067712,95.96167493,1.09150334,734111.6875
47.25009957,95.34435303,1.091576957,734111.6979
48.17952204,94.72703111,1.091650574,734111.7083
48.26057996,92.22201328,1.091724192,734111.7188
47.9849517,89.71699546,1.091797809,734111.7292
48.59077194,87.2119776,1.091871426,734111.7396
47.77722534,84.70695977,1.091945044,734111.75
47.24733806,84.32667984,1.092018661,734111.7604
46.71745078,83.9463999,1.092092278,734111.7708
45.66157946,83.56611997,1.092165896,734111.7813
45.19781881,83.18584004,1.092239513,734111.7917
45.03316585,82.70681306,1.092313131,734111.8021
46.02379052,82.2277861,1.092386748,734111.8125
47.01441517,81.74875913,1.092460365,734111.8229
48.00503983,81.26973216,1.092533983,734111.8333
48.99566448,81.2394661,1.0926076,734111.8438
48.87469621,81.20920003,1.092681217,734111.8542
50.7494524,81.17893397,1.092754835,734111.8646
51.0131377,81.14866791,1.092828452,734111.875
51.46914941,79.38291798,1.092902069,734111.8854
51.61772399,77.61716802,1.092975687,734111.8958
51.69772374,75.85141808,1.093049304,734111.9063
51.623448,74.08566814,1.093122921,734111.9167
51.23414202,74.25132149,1.093196539,734111.9271
51.08446156,74.41697484,1.093270156,734111.9375
51.16474255,74.58262818,1.093343773,734111.9479
50.07206988,74.74828153,1.093417391,734111.9583
49.92031052,74.53066043,1.093491008,734111.9688
50.07830656,74.31303933,1.093564625,734111.9792
49.58280255,74.09541823,1.093638243,734111.9896
49.39154418,73.87779714,1.09371186,734112
49.47532714,74.79574996,1.093785478,734112.0104
47.65834272,75.71370279,1.093859095,734112.0208
50.08649245,76.63165562,1.093932712,734112.0313
47.9737561,77.54960844,1.09400633,734112.0417
45.86101973,77.64979609,1.094079947,734112.0521
43.74828334,77.74998374,1.094153564,734112.0625
41.63554699,77.85017138,1.094227182,734112.0729
39.71379016,77.95035903,1.094300799,734112.0833
40.84087471,78.96774804,1.094374416,734112.0938
40.92403053,79.98513705,1.094448034,734112.1042
40.9822396,81.00252608,1.094521651,734112.1146
40.8907682,82.01991509,1.094595268,734112.125
40.72445657,82.6068501,1.094668886,734112.1354
40.77850785,83.19378512,1.094742503,734112.1458
40.83671692,83.78072013,1.09481612,734112.1563
40.94481948,84.36765514,1.094889738,734112.1667
40.91155715,85.15100047,1.094963355,734112.1771
40.92818831,85.93434578,1.095036972,734112.1875
40.08925664,86.7176911,1.09511059,734112.1979
39.25032496,87.50103643,1.095184207,734112.2083
38.41139328,96.43988245,1.095257825,734112.2188
37.57246161,105.3787285,1.095331442,734112.2292
36.73352993,114.3175746,1.095405059,734112.2396
37.02041748,123.2564206,1.095478677,734112.25
36.58384947,126.1030503,1.095552294,734112.2604
35.91444517,128.9496801,1.095625911,734112.2708
35.78971143,131.7963098,1.095699529,734112.2813
34.21067601,134.6429395,1.095773146,734112.2917
34.46014345,133.6678776,1.095846763,734112.3021
33.07559915,132.6928158,1.095920381,734112.3125
32.73466032,131.7177539,1.095993998,734112.3229
33.72671515,130.7426921,1.096067615,734112.3333
34.71876999,126.5180843,1.096141233,734112.3438
35.71082481,122.2934765,1.09621485,734112.3542
35.806454,118.0688687,1.096288467,734112.3646
35.7607183,113.844261,1.096362085,734112.375
35.71914039,112.1906295,1.096435702,734112.3854
35.66508912,110.536998,1.096509319,734112.3958
35.8521897,108.8833666,1.096582937,734112.4063
35.99267313,107.2297351,1.096656554,734112.4167
35.77028122,106.7792862,1.096730172,734112.4271
36.01091753,106.3288374,1.096803789,734112.4375
37.76744375,105.8783885,1.096877406,734112.4479
39.52396999,105.4279397,1.096951024,734112.4583
41.28049625,104.7712152,1.097024641,734112.4688
43.62174815,104.1144908,1.097098258,734112.4792
43.81284021,103.4577664,1.097171876,734112.4896
44.10450091,102.8010419,1.097245493,734112.5
43.91202453,103.301476,1.09731911,734112.5104
43.71954814,103.8019102,1.097392728,734112.5208
43.52707176,104.3023443,1.097466345,734112.5313
