TimeStamp,TimeInterval,Record,MarginalPrice,Power,PowerUncertainty,Cost,ReactivePower,ReactivePowerUncertainty,Voltage,VoltageUncertainty
20180312T004143,20180312T170000,1,0.0467429221371,0.0,-200.0,0.0,0.0,0.0,0.0,0.0
20180312T004143,20180312T170000,2,0.046767312381,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180312T004143,20180312T180000,0,0.0467682926829,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180312T004143,20180312T180000,1,0.046743902439,0.0,-200.0,0.0,0.0,0.0,0.0,0.0
20180312T004143,20180312T180000,2,0.0467682926829,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180312T004143,20180312T190000,0,0.0467682926829,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180312T004143,20180312T190000,1,0.046743902439,0.0,-200.0,0.0,0.0,0.0,0.0,0.0
20180312T004143,20180312T190000,2,0.0467682926829,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180312T004143,20180312T200000,0,0.0467682926829,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180312T004143,20180312T200000,1,0.046743902439,0.0,-200.0,0.0,0.0,0.0,0.0,0.0
20180312T004143,20180312T200000,2,0.0467682926829,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180312T004143,20180312T210000,0,0.0467682926829,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180312T004143,20180312T210000,1,0.046743902439,0.0,-200.0,0.0,0.0,0.0,0.0,0.0
20180312T004143,20180312T210000,2,0.0467682926829,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180312T004143,20180312T220000,0,0.0467682926829,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180312T004143,20180312T220000,1,0.046743902439,0.0,-200.0,0.0,0.0,0.0,0.0,0.0
20180312T004143,20180312T220000,2,0.0467682926829,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180312T004143,20180312T230000,0,0.0467682926829,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180312T004143,20180312T230000,1,0.046743902439,0.0,-200.0,0.0,0.0,0.0,0.0,0.0
20180312T004143,20180312T230000,2,0.0467682926829,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180312T004143,20180313T000000,0,0.0467682926829,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180312T004143,20180313T000000,1,0.046743902439,0.0,-200.0,0.0,0.0,0.0,0.0,0.0
20180312T004143,20180313T000000,2,0.0467682926829,0.0,0.0,0.0,0.0,0.0,0.0,0.0
