E_Type,TimeStamp,TimeInterval,Record,MarginalPrice,Power,PowerUncertainty,Cost,ReactivePower,ReactivePowerUncertainty,Voltage,VoltageUncertainty
42,2019-09-10 02:16:15.421956,20190909T190000,0,0.0026300369663446095,-1,0.0,0.0,0.0,0.0,0.0,0.0
42,2019-09-10 02:16:15.421956,20190909T190000,1,0.0026186281335889468,-2,0.0,0.0,0.0,0.0,0.0,0.0
42,2019-09-10 02:16:15.421956,20190909T190000,2,-1e-10,-10002,0.0,0.0,0.0,0.0,0.0,0.0
42,2019-09-10 02:16:15.432946,20190909T200000,0,0.0026300369663446095,-1,0.0,0.0,0.0,0.0,0.0,0.0
42,2019-09-10 02:16:15.432946,20190909T200000,1,0.0026186281335889468,-2,0.0,0.0,0.0,0.0,0.0,0.0
42,2019-09-10 02:16:15.432946,20190909T200000,2,-1e-10,-10002,0.0,0.0,0.0,0.0,0.0,0.0
42,2019-09-10 02:16:15.443917,20190909T210000,0,0.0026300369663446095,-1,0.0,0.0,0.0,0.0,0.0,0.0
42,2019-09-10 02:16:15.443917,20190909T210000,1,0.0026186281335889468,-2,0.0,0.0,0.0,0.0,0.0,0.0
42,2019-09-10 02:16:15.443917,20190909T210000,2,-1e-10,-10002,0.0,0.0,0.0,0.0,0.0,0.0
42,2019-09-10 02:16:15.454888,20190909T220000,0,0.0026300369663446095,-1,0.0,0.0,0.0,0.0,0.0,0.0
42,2019-09-10 02:16:15.454888,20190909T220000,1,0.0026186281335889468,-2,0.0,0.0,0.0,0.0,0.0,0.0
42,2019-09-10 02:16:15.454888,20190909T220000,2,-1e-10,-10002,0.0,0.0,0.0,0.0,0.0,0.0
42,2019-09-10 02:16:15.466859,20190909T230000,0,0.0026300369663446095,-1,0.0,0.0,0.0,0.0,0.0,0.0
42,2019-09-10 02:16:15.466859,20190909T230000,1,0.0026186281335889468,-2,0.0,0.0,0.0,0.0,0.0,0.0
42,2019-09-10 02:16:15.466859,20190909T230000,2,-1e-10,-10002,0.0,0.0,0.0,0.0,0.0,0.0
42,2019-09-10 02:16:15.477827,20190910T000000,0,0.0026300369663446095,-1,0.0,0.0,0.0,0.0,0.0,0.0
42,2019-09-10 02:16:15.477827,20190910T000000,1,0.0026186281335889468,-2,0.0,0.0,0.0,0.0,0.0,0.0
42,2019-09-10 02:16:15.477827,20190910T000000,2,-1e-10,-10002,0.0,0.0,0.0,0.0,0.0,0.0
42,2019-09-10 02:16:15.488798,20190910T010000,0,0.0026300369663446095,-1,0.0,0.0,0.0,0.0,0.0,0.0
42,2019-09-10 02:16:15.488798,20190910T010000,1,0.0026186281335889468,-2,0.0,0.0,0.0,0.0,0.0,0.0
42,2019-09-10 02:16:15.488798,20190910T010000,2,-1e-10,-10002,0.0,0.0,0.0,0.0,0.0,0.0
42,2019-09-10 02:16:15.499768,20190910T020000,0,0.0026300369663446095,-1,0.0,0.0,0.0,0.0,0.0,0.0
42,2019-09-10 02:16:15.499768,20190910T020000,1,0.0026186281335889468,-2,0.0,0.0,0.0,0.0,0.0,0.0
42,2019-09-10 02:16:15.499768,20190910T020000,2,-1e-10,-10002,0.0,0.0,0.0,0.0,0.0,0.0
42,2019-09-10 02:16:15.510748,20190910T030000,0,0.0026300369663446095,-1,0.0,0.0,0.0,0.0,0.0,0.0
42,2019-09-10 02:16:15.510748,20190910T030000,1,0.0026186281335889468,-2,0.0,0.0,0.0,0.0,0.0,0.0
42,2019-09-10 02:16:15.510748,20190910T030000,2,-1e-10,-10002,0.0,0.0,0.0,0.0,0.0,0.0
42,2019-09-10 02:16:15.522688,20190910T040000,0,0.0026300369663446095,-1,0.0,0.0,0.0,0.0,0.0,0.0
42,2019-09-10 02:16:15.522688,20190910T040000,1,0.0026186281335889468,-2,0.0,0.0,0.0,0.0,0.0,0.0
42,2019-09-10 02:16:15.522688,20190910T040000,2,-1e-10,-10002,0.0,0.0,0.0,0.0,0.0,0.0
42,2019-09-10 02:16:15.537647,20190910T050000,0,0.0026300369663446095,-1,0.0,0.0,0.0,0.0,0.0,0.0
42,2019-09-10 02:16:15.537647,20190910T050000,1,0.0026186281335889468,-2,0.0,0.0,0.0,0.0,0.0,0.0
42,2019-09-10 02:16:15.537647,20190910T050000,2,-1e-10,-10002,0.0,0.0,0.0,0.0,0.0,0.0
42,2019-09-10 02:16:15.548617,20190910T060000,0,0.0026300369663446095,-1,0.0,0.0,0.0,0.0,0.0,0.0
42,2019-09-10 02:16:15.548617,20190910T060000,1,0.0026186281335889468,-2,0.0,0.0,0.0,0.0,0.0,0.0
42,2019-09-10 02:16:15.548617,20190910T060000,2,-1e-10,-10002,0.0,0.0,0.0,0.0,0.0,0.0
42,2019-09-10 02:16:15.559588,20190910T070000,0,0.0026300369663446095,-1,0.0,0.0,0.0,0.0,0.0,0.0
42,2019-09-10 02:16:15.559588,20190910T070000,1,0.0026186281335889468,-2,0.0,0.0,0.0,0.0,0.0,0.0
42,2019-09-10 02:16:15.559588,20190910T070000,2,-1e-10,-10002,0.0,0.0,0.0,0.0,0.0,0.0
42,2019-09-10 02:16:15.569561,20190910T080000,0,0.0026300369663446095,-1,0.0,0.0,0.0,0.0,0.0,0.0
42,2019-09-10 02:16:15.570558,20190910T080000,1,0.0026186281335889468,-2,0.0,0.0,0.0,0.0,0.0,0.0
